wp_d_v_v,6
d_v_v_wp,8
v_v_wp_n,5
v_wp_n_v,10
wp_n_v_n,10
n_v_n_nt,1
v_n_nt_c,1
n_nt_c_d,1
nt_c_d_v,1
c_d_v_wp,7
d_v_wp_nh,7
v_wp_nh_v,6
wp_nh_v_v,7
nh_v_v_v,4
v_v_v_wp,9
v_v_wp_wp,8
v_wp_wp_n,21
wp_wp_n_n,6
wp_n_n_u,1
n_n_u_n,1
n_u_n_wp,18
u_n_wp_v,9
n_wp_v_v,10
wp_v_v_wp,3
v_v_wp_v,13
v_wp_v_v,11
wp_v_v_v,6
v_wp_v_q,1
wp_v_q_n,1
v_q_n_wp,1
q_n_wp_wp,1
n_wp_wp_nh,8
wp_wp_nh_v,23
wp_nh_v_wp,23
nh_v_wp_wp,24
v_wp_wp_v,9
wp_wp_v_m,1
wp_v_m_r,1
v_m_r_wp,1
m_r_wp_v,1
r_wp_v_r,1
wp_v_r_wp,1
v_r_wp_wp,12
r_wp_wp_p,5
wp_wp_p_v,11
wp_p_v_wp,10
p_v_wp_wp,13
wp_wp_v_k,1
wp_v_k_p,3
v_k_p_n,4
k_p_n_wp,4
p_n_wp_v,5
wp_v_v_k,2
v_v_k_p,2
p_n_wp_q,2
n_wp_q_n,2
wp_q_n_k,3
q_n_k_c,3
n_k_c_n,3
k_c_n_wp,3
c_n_wp_n,2
n_wp_n_d,5
wp_n_d_v,19
n_d_v_wp,24
d_v_wp_v,8
v_wp_v_d,3
wp_v_d_v,5
v_d_v_v,3
wp_n_v_c,3
n_v_c_d,1
v_c_d_v,5
d_v_wp_a,7
v_wp_a_c,4
wp_a_c_d,5
a_c_d_a,2
c_d_a_wp,2
d_a_wp_v,3
a_wp_v_c,1
wp_v_c_d,1
c_d_v_r,2
d_v_r_n,5
v_r_n_wp,11
r_n_wp_n,3
n_wp_n_n,7
wp_n_n_d,8
n_n_d_p,1
n_d_p_v,1
d_p_v_wp,1
p_v_wp_v,1
v_v_v_n,3
v_v_n_wp,7
v_n_wp_n,8
n_n_d_v,4
wp_nh_v_n,9
nh_v_n_n,1
v_n_n_wp,5
n_n_wp_n,3
v_wp_nh_p,1
wp_nh_p_r,2
nh_p_r_v,2
p_r_v_wp,3
r_v_wp_nt,1
v_wp_nt_n,2
wp_nt_n_d,3
nt_n_d_v,3
n_d_v_c,3
d_v_c_v,4
v_c_v_wp,4
c_v_wp_d,1
v_wp_d_v,12
wp_d_v_c,4
d_v_c_a,1
v_c_a_wp,2
c_a_wp_d,2
a_wp_d_v,3
v_c_v_r,4
c_v_r_n,4
d_v_c_d,1
c_d_v_n,1
d_v_n_n,1
v_c_v_p,2
c_v_p_r,2
v_p_r_v,1
r_v_wp_r,2
v_wp_r_v,4
wp_r_v_p,2
r_v_p_n,2
v_p_n_c,1
p_n_c_d,1
n_c_d_v,3
c_d_v_p,1
d_v_p_n,4
v_p_n_wp,11
p_n_wp_n,5
n_wp_n_c,3
wp_n_c_v,2
n_c_v_u,1
c_v_u_wp,1
v_u_wp_d,2
u_wp_d_v,2
wp_d_v_p,3
n_wp_v_n,8
wp_v_n_v,6
v_n_v_wp,6
n_v_wp_wp,3
v_wp_wp_nh,17
wp_wp_nh_nh,3
wp_nh_nh_v,4
nh_nh_v_wp,3
nh_v_wp_nh,2
wp_wp_n_a,2
wp_n_a_k,1
n_a_k_wp,1
a_k_wp_v,1
k_wp_v_n,1
wp_v_n_u,3
v_n_u_wp,6
n_u_wp_n,3
u_wp_n_k,1
wp_n_k_wp,1
n_k_wp_n,2
k_wp_n_u,2
wp_n_u_wp,1
n_u_wp_v,5
u_wp_v_k,2
wp_v_k_wp,1
v_k_wp_n,1
wp_n_u_n,8
n_u_n_u,4
u_n_u_wp,6
n_u_wp_a,1
u_wp_a_v,1
wp_a_v_n,3
a_v_n_wp,2
v_n_wp_a,2
n_wp_a_v,1
v_n_wp_v,8
n_wp_v_p,2
wp_v_p_n,4
v_p_n_r,1
p_n_r_wp,1
n_r_wp_n,2
r_wp_n_u,3
wp_n_u_u,2
n_u_u_v,3
u_u_v_u,1
u_v_u_wp,1
v_u_wp_p,1
u_wp_p_v,1
wp_p_v_u,1
p_v_u_n,2
v_u_n_wp,6
u_n_wp_n,6
n_wp_n_u,3
u_wp_v_r,4
wp_v_r_r,1
v_r_r_wp,1
r_r_wp_d,1
r_wp_d_v,2
wp_d_v_wp,5
d_v_wp_wp,2
wp_wp_v_v,4
wp_v_v_m,2
v_v_m_n,1
v_m_n_u,1
m_n_u_wp,1
n_u_wp_r,2
u_wp_r_d,2
wp_r_d_v,2
r_d_v_u,1
d_v_u_u,1
v_u_u_wp,2
u_u_wp_wp,1
u_wp_wp_n,1
wp_n_n_c,1
n_n_c_v,1
n_c_v_wp,2
c_v_wp_v,2
v_wp_v_p,4
wp_v_p_ns,3
v_p_ns_wp,4
p_ns_wp_d,2
ns_wp_d_v,2
p_n_wp_nh,2
n_wp_nh_v,4
nh_v_n_c,6
v_n_c_v,8
n_c_v_r,8
c_v_r_wp,13
v_r_wp_v,11
r_wp_v_wp,6
wp_v_wp_wp,10
v_wp_wp_r,6
wp_wp_r_d,2
r_d_v_n,1
d_v_n_u,5
v_n_u_n,7
u_n_wp_c,3
n_wp_c_v,5
wp_c_v_p,2
v_p_r_wp,2
p_r_wp_p,1
r_wp_p_r,1
wp_p_r_v,1
p_r_v_r,2
r_v_r_wp,2
r_wp_wp_nh,8
wp_wp_nh_p,4
wp_nh_p_v,3
nh_p_v_wp,3
wp_wp_n_nh,3
wp_n_nh_r,1
n_nh_r_v,1
nh_r_v_u,1
r_v_u_u,1
u_u_wp_v,1
c_n_wp_wp,1
wp_wp_n_v,8
wp_n_v_r,9
n_v_r_wp,15
wp_n_n_wp,2
n_n_wp_v,3
n_wp_v_a,2
wp_v_a_n,1
v_a_n_wp,2
a_n_wp_v,3
n_wp_v_r,5
wp_v_r_p,1
v_r_p_n,3
r_p_n_wp,1
wp_v_r_d,1
v_r_d_d,1
r_d_d_wp,1
d_d_wp_c,1
d_wp_c_n,1
wp_c_n_p,1
c_n_p_r,1
n_p_r_n,2
p_r_n_wp,7
r_n_wp_wp,1
wp_wp_nh_wp,9
wp_nh_wp_wp,9
nh_wp_wp_v,3
wp_v_v_n,9
v_v_n_v,2
v_n_v_v,8
n_v_v_v,2
v_v_v_c,1
v_v_c_nh,1
v_c_nh_wp,1
c_nh_wp_v,1
nh_wp_v_wp,1
wp_wp_v_n,5
wp_v_n_b,1
v_n_b_p,1
n_b_p_n,1
b_p_n_wp,2
n_wp_n_b,1
wp_n_b_b,1
n_b_b_p,1
b_b_p_n,1
p_n_wp_p,3
n_wp_p_r,3
wp_p_r_p,1
p_r_p_n,1
r_p_n_u,1
p_n_u_n,6
n_u_n_n,1
u_n_n_wp,2
n_n_wp_wp,1
wp_wp_nh_d,1
wp_nh_d_v,1
nh_d_v_wp,2
d_v_wp_n,9
wp_n_v_v,5
n_v_v_c,1
v_v_c_d,1
v_wp_v_wp,1
n_v_v_n,1
v_n_wp_p,2
n_wp_p_n,2
wp_p_n_v,2
p_n_v_r,2
v_r_wp_n,10
r_wp_n_v,2
wp_wp_nh_n,4
wp_nh_n_v,6
nh_n_v_wp,1
n_v_wp_nh,1
p_r_v_p,1
p_n_wp_wp,3
n_wp_wp_p,1
v_wp_wp_m,1
wp_wp_m_q,1
wp_m_q_u,3
m_q_u_nd,3
q_u_nd_wp,3
u_nd_wp_n,4
nd_wp_n_u,4
n_wp_v_d,3
d_v_v_u,3
v_v_u_wp,4
v_u_wp_m,2
u_wp_m_q,2
wp_v_v_u,3
v_v_u_n,4
wp_v_d_d,2
v_d_d_v,2
d_d_v_n,2
n_u_wp_wp,5
u_wp_wp_nh,9
n_v_v_p,1
v_v_p_n,2
n_wp_p_nh,1
wp_p_nh_v,1
p_nh_v_v,1
nh_v_v_p,2
v_v_p_nh,1
v_p_nh_wp,3
p_nh_wp_nt,1
nh_wp_nt_wp,1
wp_nt_wp_c,1
nt_wp_c_nh,1
wp_c_nh_v,1
c_nh_v_r,1
nh_v_r_wp,1
r_wp_v_c,2
wp_v_c_v,3
c_v_p_n,1
wp_nh_v_p,2
nh_v_p_nh,2
v_p_nh_v,2
p_nh_v_wp,2
wp_n_n_v,3
n_n_v_r,1
v_wp_wp_q,1
wp_wp_q_n,1
c_n_wp_d,1
n_wp_d_u,1
wp_d_u_v,1
d_u_v_v,1
u_v_v_n,1
v_v_n_p,2
v_n_p_v,2
n_p_v_m,1
p_v_m_wp,1
v_m_wp_r,1
m_wp_r_n,2
wp_r_n_d,3
r_n_d_v,4
v_wp_v_n,4
wp_v_n_wp,2
wp_v_n_n,1
n_n_wp_c,1
wp_c_v_r,2
v_r_n_c,1
r_n_c_v,1
d_v_wp_c,4
v_wp_c_v,4
c_v_r_v,1
v_r_v_wp,3
r_v_wp_n,1
v_wp_n_d,7
d_v_wp_d,6
wp_d_v_a,2
d_v_a_v,2
v_a_v_wp,2
a_v_wp_n,1
a_v_wp_p,1
v_wp_p_v,1
wp_p_v_p,1
p_v_p_n,1
n_wp_p_v,3
wp_p_v_n,1
p_v_n_wp,8
wp_v_r_v,4
v_r_v_k,1
r_v_k_c,1
v_k_c_v,1
k_c_v_r,1
u_u_v_c,1
u_v_c_v,1
v_r_wp_p,2
r_wp_p_n,2
wp_p_n_u,3
u_n_wp_p,4
wp_p_v_i,1
p_v_i_wp,1
v_i_wp_n,2
i_wp_n_v,2
wp_n_v_wp,5
n_v_wp_n,2
v_wp_n_a,1
wp_n_a_wp,1
n_a_wp_n,2
a_wp_n_a,1
wp_n_a_n,2
n_a_n_wp,2
wp_v_v_r,2
v_v_r_n,3
r_n_wp_p,2
wp_p_v_a,1
p_v_a_n,1
a_n_wp_n,1
n_d_v_v,3
n_d_v_nd,1
d_v_nd_wp,1
v_nd_wp_d,1
nd_wp_d_v,2
d_v_p_v,2
v_p_v_n,5
p_v_n_u,3
n_u_n_v,3
u_n_v_wp,1
n_v_wp_v,6
wp_v_v_p,3
v_v_p_v,3
v_n_u_v,1
n_u_v_n,1
u_v_n_wp,1
n_wp_n_v,6
wp_n_v_nd,1
n_v_nd_wp,1
v_nd_wp_n,1
nd_wp_n_v,2
n_v_v_wp,7
v_v_wp_c,1
wp_c_v_v,3
c_v_v_v,1
v_v_v_p,1
v_p_v_r,1
p_v_r_wp,1
v_wp_wp_d,2
wp_wp_d_n,2
wp_d_n_u,1
d_n_u_n,1
wp_v_r_n,3
v_r_n_u,3
r_n_u_wp,2
u_wp_wp_p,4
wp_wp_n_u,1
wp_n_u_nd,1
n_u_nd_wp,1
n_wp_n_m,1
wp_n_m_a,1
n_m_a_wp,1
m_a_wp_d,1
wp_d_v_n,5
d_v_n_wp,4
v_n_wp_d,3
n_wp_d_v,7
v_n_wp_ns,1
n_wp_ns_a,1
wp_ns_a_a,1
ns_a_a_wp,1
a_a_wp_n,1
a_wp_n_v,3
n_v_n_wp,6
n_wp_n_nd,2
wp_n_nd_v,1
n_nd_v_v,1
nd_v_v_r,1
r_n_wp_v,4
n_wp_p_b,1
wp_p_b_u,1
p_b_u_n,1
b_u_n_wp,1
u_n_wp_a,2
n_wp_a_n,2
wp_a_n_u,2
a_n_u_n,2
n_wp_a_c,2
a_c_d_v,3
d_a_wp_j,1
a_wp_j_v,1
wp_j_v_u,1
j_v_u_n,1
n_wp_c_p,1
wp_c_p_v,1
c_p_v_a,1
p_v_a_wp,1
v_a_wp_nh,1
a_wp_nh_p,1
wp_nh_p_n,1
nh_p_n_u,1
wp_n_c_n,1
n_c_n_wp,2
n_wp_n_p,2
wp_n_p_n,1
n_p_n_wp,2
n_d_v_r,3
d_v_r_wp,7
r_wp_n_n,2
wp_n_n_r,1
n_n_r_wp,1
r_wp_n_c,2
wp_n_c_c,1
n_c_c_v,1
c_c_v_r,1
n_c_v_c,1
c_v_c_d,1
wp_v_n_c,2
v_n_c_d,1
wp_n_v_p,6
n_v_p_nd,2
v_p_nd_wp,2
p_nd_wp_n,1
p_nd_wp_a,1
nd_wp_a_d,1
wp_a_d_a,2
a_d_a_c,1
d_a_c_n,1
a_c_n_n,1
c_n_n_n,1
n_n_n_v,1
n_n_v_wp,1
n_v_v_r,2
v_v_r_wp,4
v_r_wp_nt,2
r_wp_nt_wp,1
wp_nt_wp_nh,1
nt_wp_nh_v,2
a_n_wp_d,1
v_n_wp_r,1
n_wp_r_q,1
wp_r_q_c,1
r_q_c_a,1
q_c_a_wp,1
d_v_n_d,1
v_n_d_wp,2
n_d_wp_v,1
d_wp_v_d,1
v_d_v_wp,7
v_wp_v_c,1
wp_v_c_n,1
v_c_n_v,1
c_n_v_wp,1
n_v_wp_r,1
v_wp_r_n,3
wp_r_n_u,1
r_n_u_d,2
n_u_d_v,2
u_d_v_wp,1
v_wp_d_n,1
wp_d_n_c,1
d_n_c_n,1
c_n_wp_v,2
v_n_p_nt,2
n_p_nt_wp,2
p_nt_wp_n,2
nt_wp_n_v,2
n_v_p_nh,2
p_nh_wp_n,1
nh_wp_n_u,2
wp_n_u_r,1
n_u_r_d,1
u_r_d_i,1
r_d_i_wp,1
d_i_wp_d,2
i_wp_d_d,1
wp_d_d_d,1
d_d_d_u,1
d_d_u_wp,1
d_u_wp_r,1
u_wp_r_p,1
wp_r_p_p,1
r_p_p_n,1
p_p_n_v,1
v_r_wp_r,3
r_wp_r_v,3
wp_r_v_v,3
r_v_v_wp,3
v_wp_wp_p,1
wp_p_v_v,1
p_v_v_wp,1
wp_wp_v_u,1
wp_v_u_wp,4
v_u_wp_v,3
u_wp_v_v,3
r_wp_n_d,2
v_v_wp_a,1
v_wp_a_v,2
wp_a_v_r,2
a_v_r_d,1
v_r_d_a,3
r_d_a_wp,2
a_wp_v_n,1
wp_v_n_d,3
v_n_d_v,2
wp_d_v_r,9
d_v_r_a,2
v_r_a_wp,2
r_a_wp_v,1
a_wp_v_v,2
nh_v_n_wp,2
n_wp_n_nh,1
wp_n_nh_wp,1
n_nh_wp_n,1
wp_n_u_nh,1
n_u_nh_u,1
u_nh_u_wp,1
nh_u_wp_nh,1
u_wp_nh_c,1
wp_nh_c_v,2
nh_c_v_n,1
c_v_n_r,1
v_n_r_wp,1
n_r_wp_r,1
r_wp_r_n,1
r_n_d_d,1
n_d_d_d,1
d_d_d_v,1
d_d_v_u,1
d_v_u_wp,3
v_u_wp_wp,8
nh_wp_wp_d,5
wp_wp_d_i,3
wp_d_i_wp,3
d_i_wp_nh,3
i_wp_nh_v,3
wp_wp_r_p,3
wp_r_p_n,3
r_p_n_v,3
